Articulo,Descripcion,"Lista IMP.
U$S DÓLAR","Lista NAC.
$ PESOS",
1666/00061-022,PISTON KIT PULSAR/ROUSER NS200 0.25 TEFLON NSU,12.40,0.00,
1666/00062-022,PISTON KIT PULSAR/ROUSER NS200 0.50 TEFLON NSU,12.40,0.00,
1666/00063-022,PISTON KIT PULSAR/ROUSER NS200 0.75 TEFLON NSU,12.39,0.00,
1666/00064-022,PISTON KIT PULSAR/ROUSER NS200 1.00 TEFLON NSU,12.39,0.00,
1666/00100-022,PISTON KIT GILERA SMASH 125 STD TEFLON P54 PERNO14 NSU,13.57,0.00,
1666/00101-022,PISTON KIT GILERA SMASH 125 0.25 TEFLON NSU,13.57,0.00,
1666/00102-022,PISTON KIT GILERA SMASH 125 0.50 TEFLON NSU,13.57,0.00,
1666/00103-022,PISTON KIT GILERA SMASH 125 0.75 TEFLON NSU,13.57,0.00,
1666/00104-022,PISTON KIT GILERA SMASH 125 1.00 TEFLON NSU,13.57,0.00,
1666/00150-022,PISTON KIT HONDA BIZ 125 STD TEFLON DIAM.52.4 P13 NSU,7.49,0.00,
1666/00151-022,PISTON KIT HONDA BIZ 125 0.25 TEFLON NSU,7.49,0.00,
1666/00152-022,PISTON KIT HONDA BIZ 125 0.50 TEFLON NSU,7.49,0.00,
1666/00153-022,PISTON KIT HONDA BIZ 125 0.75 TEFLON NSU,7.49,0.00,
1666/00154-022,PISTON KIT HONDA BIZ 125 1.00 TEFLON NSU,7.49,0.00,
1666/00301-022,PISTON KIT MOTOMEL SR 200R 0.25 TEFLON NSU,31.25,0.00,
1667,PORTAEQUIPAJE,,,
1667/00005-548,PORTA EQUIPAJE BAJAJ ROUSER 135 HP,0.00,58884.59,
1667/00006-548,PORTA EQUIPAJE BAJAJ ROUSER 200NS/150NS SOP.LAT HP,0.00,142348.99,
1667/00007-548,PORTA EQUIPAJE BAJAJ ROUSER 200NS/150NS HP,0.00,44629.20,
1667/00007-566,PORTA EQUIPAJE BAJAJ ROUSER 200NS/150NS VC,0.00,46468.56,
1667/00009-548,PORTA EQUIPAJE UNIVERSAL CUB 110 HP,0.00,38678.64,
1667/00010-551,PORTA EQUIPAJE GARELLI JAL,0.00,1280.85,
1667/00013-566,PORTA EQUIPAJE CENTRAL GILERA FUTURA/FU Y OTRAS VC,0.00,27993.02,
1667/00014-566,PORTA EQUIPAJE CENTRAL GILERA SMASH / OTRAS VC,0.00,27993.02,1
1667/00016-548,PORTA EQUIPAJE HONDA BIZ 125 HP,0.00,38678.64,
1667/00019-548,PORTA EQUIPAJE HONDA DAX/MAX/DAY110 M/VIEJO HP,0.00,52067.40,
1667/00022-548,PORTA EQUIPAJE HONDA BROSS/MOTOMEL SKUA 150 HP,0.00,42102.08,
1667/00026-548,PORTA EQUIPAJE HONDA CG 150 TITAN NEW HP,0.00,63968.53,
1667/00030-551,PORTA EQUIPAJE JUKI MONDIAL M1 JAL,0.00,1280.85,
1667/00031-548,PORTA EQUIPAJE HONDA TITAN 150/MOTOMEL S2 150 HP,0.00,54747.01,
1667/00034-548,PORTA EQUIPAJE HONDA TWISTER CBX250 2017/2018 HP,0.00,52067.40,
1667/00038-548,PORTA EQUIPAJE HONDA TORNADO HP,0.00,66943.80,
1667/00038-566,PORTA EQUIPAJE HONDA TORNADO VC,0.00,45963.46,
1667/00039-548,PORTA EQUIPAJE HONDA CBX250 TWISTER P/BAUL LATERAL HP,0.00,87504.31,
1667/00045-022,PORTA EQUIPAJE YAMAHA YBR125 NSU,23.40,0.00,
1667/00045-548,PORTA EQUIPAJE YAMAHA YBR125 HP,0.00,46488.75,
1667/00046-548,PORTA EQUIPAJE YAMAHA XTZ125 HP,0.00,54277.03,
1667/00120-548,PORTA EQUIPAJE YAMAHA FZ16 HP,0.00,63911.36,
1667/00122-548,PORTA EQUIPAJE YAMAHA FZ 16 FI 2015 ADEL. HP,0.00,135213.36,
1667/00198-548,PORTA EQUIPAJE MOTOMEL SKUA 200/250 /CORVEN HP,0.00,40166.28,
1667/00200-548,PORTA EQUIPAJE MOTOMEL XMM 250 HP,0.00,42103.44,
1667/00250-548,PORTA EQUIPAJE ZANELLA RX 150 HP,0.00,42914.70,
1667/00260-150,PORTA EQUIPAJE HONDA NXR 125/150 BROSS NEGRO CROMOFORTE,35.03,0.00,
1667/00270-548,PORTA EQUIPAJE HONDA XR 190 HP,0.00,37191.00,
1669,PORTALAMPARAS,,,
1669/00020-038,PORTALAMPARA DEL. GIL.SMASH/HONDA BIZ DZ-0305 NSU,0.41,0.00,
1669/00020-566,PORTALAMPARA DEL. GIL.SMASH/HONDA BIZ DZ-0305 VC,0.00,4370.45,10
1669/00025-038,PORTALAMPARA DEL.GIL.SMASH/HONDA BIZ C/CAP.DZ-0306 NSU,0.72,0.00,34
1669/00027-038,PORTALAMPARA BOSCH / 913  HDA STORM 125 FS308T NSU,1.31,0.00,10
1669/00030-038,PORTALAMPARA DEL. LAMPARA 0913 ZXD-0502 NSU,0.57,0.00,30
1669/00035-038,PORTALAM DEL. LAMP.0913 Y DEL.GIL.SMASH 502/306 NSU,0.98,0.00,20
1669/00040-038,PORTALAMPARA BOSCH LAMPARA BA20D DZ-0319 NSU,0.56,0.00,11
1669/00050-038,PORTALAMPARA LAMPARA BA15S ZXD-0504-1 NSU,0.29,0.00,21
1669/00060-038,PORTALAMPARA LAMPARA BA15D WDZ-0402 NSU,0.56,0.00,30
1669/00136-038,PORTALAMPARA TABLERO x 10UNID. NSU,0.24,0.00,
1669/00200-038,PORTALAMPARA DELANTERO 110 COMPLETO NSU,1.54,0.00,20
1669/01122-636,PORTALAMPARA TRIPLE ENT.1P CABLE A MAZA x 10UNID. FAROLITO,0.00,1788.89,
1669/90010-038,PORTALAMPARA LAMPARA PT 43/45 NSU,0.77,0.00,20
1669/90017-515,PORTALAMPARAS TRASERO 2 POLOS PATA DESPAREJA BUHO,0.00,2223.94,3
1669/90018-515,PORTALAMPARA PARA LAMP.SIN CULOTE X10UNID. BUHO,0.00,14034.80,4
1669/90024-515,PORTALAMPARA TIPO BOSCH 2 POLOS HONDA WAVE BUHO,0.00,687.22,
1669/90032-038,PORTALAMPARA TIPO BOSCH YAMAHA YBR NSU,0.74,0.00,10
1669/90035-515,PORTALAMPARA DEL. CG TITAN BUHO,0.00,1849.15,
1671,REGULADOR DE VOLTAJE,,,
1671/00040-591,RECTIFICADOR CORRIENTE SUZUKI AX 100 APOLO,0.00,18021.59,
1671/00160-038,REGULADOR VOLTAJE HONDA BIZ/TITAN/WAVE/BROS NSU,4.11,0.00,
1671/00160-138,REGULADOR VOLTAJE HONDA BIZ/TITAN/WAVE/BROS .,3.10,0.00,
1671/00162-038,REGULADOR VOLTAJE HONDA TITAN 150 NSU,3.90,0.00,
1671/00162-138,REGULADOR VOLTAJE HONDA TITAN 150 .,3.10,0.00,
1671/00165-022,REGULADOR VOLTAJE HONDA TITAN 150 2017 NSU,9.98,0.00,
1671/00180-038,REGULADOR VOLTAJE HONDA NX 150-CBX 150 NSU,4.93,0.00,
1671/00190-038,REGULADOR VOLTAJE SUZUKI FA50 NSU,2.71,0.00,
1671/00300-667,REGULADOR VOLTAJE HERO HUNK 150 PIETCARD,0.00,68449.26,
1671/01012-667,REGULADOR VOLTAJE ZANELLA CICLOMOTOR PIETCARD,0.00,13325.86,
1671/01015-667,REGULADOR VOLTAJE YAMAHA JOG 12V. PIETCARD,0.00,19250.10,
1671/01016-667,REGULADOR VOLTAJE UNIVERSAL HASTA 200CC PIETCARD,0.00,14289.99,
1671/01029-667,REGULADOR VOLTAJE HONDA CG125/MOTOMEL 110/BETA 110 PIETCARD,0.00,14224.39,
1671/01030-667,REGULADOR VOLTAJE GILERA FUTURA/ZANELLA DUE 110 PIETCARD,0.00,14581.02,
1671/01033-667,REGULADOR VOLTAJE SUZUKI DR350/HONDA REBEL 250 PIETCARD,0.00,53865.55,
1671/01047-667,REGULADOR VOLTAJE YAMAHA CRYPTON CC+CA 12V. PIETCARD,0.00,14360.99,
1671/01052-667,REGULADOR VOLTAJE YAMAHA XTZ250/HONDA STORM/SUZUKI PIETCARD,0.00,27615.55,
1671/01056-667,REGULADOR VOLTAJE MOTOMEL SERIE 2/ZANELLAPATAGONIA PIETCARD,0.00,24837.11,
1671/01063-667,REGULADOR VOLTAJE GILERA C/C 12V.TRIFASICO PIETCARD,0.00,35409.48,
1671/01080-667,REGULADOR VOLTAJE BETA/APPIA 110/CORVEN TRIAX 150 PIETCARD,0.00,23972.64,
1671/01087-667,REGULADOR VOLTAJE GUERRERO TRIP/CORVEN TRIFASICO PIETCARD,0.00,32837.05,
1671/01092-667,REGULADOR VOLTAJE HONDA SHADOW/TRANSALP PIETCARD,0.00,64228.50,
1671/01100-667,REGULADOR RECTIFICADOR ZANELLA RX150/YL150/SMX200 PIETCARD,0.00,24593.25,
1671/01149-667,REGULADOR VOLTAJE GILERA SMASH 110 PIETCARD,0.00,22855.76,
1671/01153-667,REGULADOR VOLTAJE YAMAHA TENERE/VIRAGO PIETCARD,0.00,55767.78,
1671/01155-667,REGULADOR VOLTAJE KAWASAKI LTD454/VULCAN PIETCARD,0.00,55787.68,
1671/01170-667,REGULADOR VOLTAJE HONDA AFRICA TWIN PIETCARD,0.00,60682.70,
1671/01217-667,REGULADOR RECTIFICADOR 12V.GUERRERO FLASH 110 PIETCARD,0.00,24534.49,
1671/01236-667,REGULADOR RECTIFICADOR MOTOMEL SKUA/MOTOMEL BIT PIETCARD,0.00,24637.78,
1671/01237-667,REGULADOR GILERA SMASH 110 TRIFASICO C/C 12V. PIETCARD,0.00,34559.35,
1671/01337-667,REGULADOR VOLTAJE HONDA FALCON 400 PIETCARD,0.00,57206.75,
1671/01338-667,REGULADOR VOLTAJE HONDA TWISTER/TORNADO 250 PIETCARD,0.00,55158.13,
1671/01358-667,REGULADOR VOLTAJE SUZUKI GN 125 / EN 125 TRIF. PIETCARD,0.00,45160.86,
1671/01392-667,REGULADOR VOLTAJE BAJAJ ROUSER 135 PIETCARD,0.00,43477.15,
1671/01399-667,REGULADOR VOLTAJE HONDA XR 125 TRIFASICO 12V. PIETCARD,0.00,50480.24,
1671/01411-667,REGULADOR VOLTAJE SMASH 125 TRIFASICO 12V. PIETCARD,0.00,42862.19,
1671/01412-667,REGULADOR VOLTAJE YAMAHA 125/FZ16/JAWA 150 CC 12V PIETCARD,0.00,31278.36,
1671/01413-667,REGULADOR VOLTAJE ZANELLA STYLER/PATAGONIA/SKUA PIETCARD,0.00,24425.97,
1671/01414-667,REGULADOR VOLTAJE MOTOMEL BLITZ/GILERA VC150 PIETCARD,0.00,24901.84,
1671/01416-667,REGULADOR VOLTAJE KELLER CC MONO C/LUZ ENCENDIDA5T PIETCARD,0.00,26194.52,
1671/01418-667,REGULADOR VOLTAJE ZANELLA ZB CC MONO C/SAL LUZ PIETCARD,0.00,24729.80,
1671/01419-667,REGULADOR VOLTAJE GILERA G1 250 PIETCARD,0.00,51907.25,
1671/01423-667,REGULADOR VOLTAJE ZANELLA RX200/MOTOMEL SIRIUS 250 PIETCARD,0.00,42481.25,
1671/01424-667,REGULADOR VOLTAJE YAMAHA NEW CRYPTON C/C+C/A 12V. PIETCARD,0.00,33369.06,
1671/01426-667,REGULADOR VOLTAJE CORVEN 110/KELLER 260TRIF.10A PIETCARD,0.00,40348.74,
1671/01433-667,REGULADOR VOLTAJE YAMAHA FZ 16 2012AD C/C12V. PIETCARD,0.00,34248.64,
1671/01444-667,REGULADOR VOLTAJE HONDA XR125L/XR150 PIETCARD,0.00,55417.14,
1671/01457-667,REGULADOR VOLTAJE HONDA WAVE 110 PIETCARD,0.00,47874.61,
1671/01468-667,REGULADOR VOLTAJE ZANELLA STYLER/BETA TRIFASICO12V PIETCARD,0.00,44444.40,
1671/01470-667,REGULADOR VOLTAJE HONDA CG 150 2016/2017 PIETCARD,0.00,26832.39,
1671/01490-667,REGULADOR VOLTAJE HONDA CG150 2017AD C/C+C/A PIETCARD,0.00,41448.25,
1671/01513-667,REGULADOR VOLTAJE SUZUKI GSX 150 GIXXER-YAMAHAFZ16 PIETCARD,0.00,38850.46,
1671/01541-667,REGULADOR VOLTAJE HONDA GLH 150 TRIF.16A CC12V PIETCARD,0.00,54976.14,
1671/01556-667,REGULADOR VOLTAJE HONDA CG TITAN125/CG TITAN 150 PIETCARD,0.00,29116.95,
1671/02001-623,RECTIFICADOR CORRIENTE ZANELLA POCKET DZE,0.00,16560.81,
1671/02004-623,REGULADOR VOLTAJE CICLOMOTOR DZE,0.00,13784.85,
1671/02006-623,RECTIFICADOR CORRIENTE ZANELLA NT/RT 125CC DZE,0.00,34261.39,
1671/02008-623,REGULADOR VOLTAJE UNIVERSAL 12V. DZE,0.00,15177.65,
1671/02009-623,REGULADOR VOLTAJE UNIVERSAL 6V. DZE,0.00,14214.40,
1671/02012-623,REGULADOR VOLTAJE HONDA C100 BIZ/CG125 TITAN/C90 DZE,0.00,18351.15,
1671/02026-623,REGULADOR VOLTAJE GUERRERO MAGIC GXL125 DZE,0.00,20193.04,
1671/02028-623,REGULADOR VOLTAJE GUERRERO MAGIC M80 DZE,0.00,18220.34,
1671/02037-022,REGULADOR VOLTAJE SUZUKI AX100 (ARR.ELECTRICO) NSU,4.42,0.00,
1671/02048-623,REGULADOR VOLTAJE MAGISTER MG125CC DZE,0.00,23387.38,
1671/02052-623,REGULADOR VOLTAJE GILERA JL100 DZE,0.00,40893.74,
1671/02054-623,REGULADOR VOLTAJE HONDA XLV600/TRANSALP DZE,0.00,66781.65,
1671/02329-623,REGULADOR VOLTAJE CB750/CB900/CBX1000 DZE,0.00,115313.68,
1671/02344-623,REGULADOR VOLTAJE HONDA CBR600 DZE,0.00,80704.48,
1671/02364-623,REGULADOR YAMAHA BOOSTER/YFZ450 DZE,0.00,120481.36,
1671/02380-623,REGULADOR VOLTAJE HONDA STORM DZE,0.00,30217.31,
1671/02422-623,REGULADOR VOLTAJE MOTOMEL C110/KELLER DZE,0.00,27672.53,
1671/02429-022,REGULADOR VOLTAJE GILERA SMASH TRIFASICO NSU,10.82,0.00,
1671/02429-623,REGULADOR VOLTAJE GILERA SMASH TRIFASICO DZE,0.00,48292.51,
1671/02436-623,REGULADOR VOLTAJE SUZUKI DR 650 DZE,0.00,92100.73,
1671/02437-022,REGULADOR VOLTAJE MOTOMEL C110 NSU,5.18,0.00,
1671/02437-623,REGULADOR VOLTAJE MOTOMEL C110 DZE,0.00,25043.11,
1671/02438-623,REGULADOR UNIVERSAL CORVEN ENERGY 110 LUCESENCENDI DZE,0.00,48292.51,
1671/02441-623,REGULADOR VOLTAJE CORVEN TRIAX 150/200/250 DZE,0.00,25526.04,
1671/02444-623,REGULADOR VOLTAJE HONDA CB600RR 07/11 DZE,0.00,116046.52,
1671/02447-022,REGULADOR VOLTAJE HONDA TWISTER250/TORNADO/FALCON NSU,19.68,0.00,
1671/02447-623,REGULADOR VOLTAJE HONDA TWISTER250/TORNADO/FALCON DZE,0.00,63390.76,
1671/02457-623,REGULADOR VOLTAJE MOTOMEL BLITZ 110CC/GILERA STRAD DZE,0.00,24284.24,
1671/02462-623,REGULADOR VOLTAJE CORVEN TRIA 150/TRIAX  150/200 DZE,0.00,25526.04,
1671/02464-022,REGULADOR VOLTAJE BAJAJ ROUSER 200NS TRIFASICO NSU,17.21,0.00,
1671/02464-623,REGULADOR VOLTAJE BAJAJ ROUSER 200NS TRIFASICO DZE,0.00,88748.89,
1671/02497-623,REGULADOR VOLTAJE HONDA SAHARA 350 DZE,0.00,72156.18,
1671/02505-623,REGULADOR VOLTAJE MONOFASICO YAMAHA FZ16/YBR/XTZ DZE,0.00,36805.15,
1671/02528-623,REGULADOR VOLTAJE CORVEN ENERGY 110 6CABLES DZE,0.00,41393.59,
1671/02577-623,REGULADOR VOLTAJE KTM DUKE 200 MOSFET DZE,0.00,112393.99,
1671/10033-623,REGULADOR VOLTAJE BETA BK 150CC DZE,0.00,23387.38,
1671/10036-138,REGULADOR VOLTAJE GIL.SMASH 110 TRIFASICO C/SENS .,7.21,0.00,
1671/10036-623,REGULADOR VOLTAJE GIL.SMASH 110 TRIFASICO C/SENS DZE,0.00,45685.24,
1671/10041-022,REGULADOR VOLTAJE GIL.SMASH 110 TRIFASICO S/SENSOR NSU,10.80,0.00,
1671/10041-623,REGULADOR VOLTAJE GIL.SMASH 110 TRIFASICO S/SENSOR DZE,0.00,45670.92,
1671/10044-623,REGULADOR VOLTAJE MOTOMEL BIT 110/ECO 70 MONOFASIC DZE,0.00,25526.04,
1671/10071-138,REGULADOR VOLTAJE MOTOMEL CG150/C110/DAKAR200 .,4.96,0.00,
1671/10108-623,REGULADOR VOLTAJE GILERA/BETA/ZANELLA DZE,0.00,24070.76,
1671/10154-623,"REGULADOR VOLTAJE GILERA SMASH/BETA/Z.BUSSINES,ZB DZE",0.00,24070.76,
1671/10155-623,REGULADOR VOLTAJE HONDA CG125 TITAN DZE,0.00,18200.16,
1671/10178-623,REGULADOR VOLTAJE MOTOMEL BIT 110/ECO 70 DZE,0.00,27106.29,
1671/11063-667,REGULADOR VOLTAJE GILERA QM1 12V.TRIFASICO PIETCARD,0.00,30315.82,
1673,RELAY,,,
1673/00010-038,RELAY HONDA CG125 TITAN 2000 NSU,2.95,0.00,
1673/00025-077,RELAY ARRANQUE MOTOMEL SIRIUS NSU,1.58,0.00,
1673/00100-022,RELAY YAMAHA YBR CON AVISADOR SONORO NSU,1.80,0.00,
1673/00110-022,RELAY YAMAHA YBR NSU,1.47,0.00,
1673/00130-022,RELAY ARRANQUE YAMAHA CRYPTON NSU,4.30,0.00,
1673/01378-667,RELAY DE ARRANQUE UNIVERSAL PIETCARD,0.00,15949.36,
1673/09158-623,RELAY DE ARRANQUE HONDA CBX/CG125/TITAN/FALCON/TWI DZE,0.00,16077.11,
1673/09159-623,RELAY DE ARRANQUE 12V.150AMP. DZE,0.00,11687.83,
1673/09289-623,RELAY DE ARRANQUE UNIVERSAL 12V.20AMP./HONDA/KTM DZE,0.00,13187.38,
1673/09322-623,RELAY DE ARRANQUE YAMAHA CRYPTON DZE,0.00,17303.30,
1673/10055-623,RELAY DE ARRANQUE HONDA BIZ DZE,0.00,13381.32,
1673/10234-623,RELAY DE ARRANQUE YAMAHA YBR 125CC C/FUSIBLE DZE,0.00,21248.70,
1675,REMPLAZA PLATINOS,,,
1675/00004-667,REEMPLAZA PLATINO ELECTRONICO CICLOMOTOR G.DER. PIETCARD,0.00,44800.24,
1675/00040-591,REEMPLAZA PLATINO KIT ZANELLA APOLO,0.00,48666.84,
1675/00040-623,REEMPLAZA PLATINO KIT ZANELLA DZE,0.00,30708.05,
1675/00050-667,REEMPLAZA PLATINO ZANELLA V1/V2/V3/DUE/POCKET ELEC PIETCARD,0.00,44113.06,
1679,RESORTES,,,
1679/00017-621,RESORTE BULBO TRASERO GILERA SMASH x25unid. .,0.00,7740.38,
1679/00021-531,RESORTE CERRADURA ELEVA ASIENTO GIL SMASH x10 unid ALFREDO,0.00,10622.70,
1679/00023-531,RESORTE CENTRIFUGO ZANELLA SEXY x10 unid. ALFREDO,0.00,8544.13,
1679/00025-531,RESORTE LEVA DE FRENO GILERA SMASH x10 unid. ALFREDO,0.00,13282.04,
1679/00030-531,RESORTE PATIN DE FRENO CICLOMOTOR/OMEGA x10 unid. ALFREDO,0.00,19923.05,
1679/00035-531,RESORTE SELECTOR DE CAMBIOS GILERA SMASH x10 unid. ALFREDO,0.00,16631.26,
1679/00037-531,RESORTE SELECTOR DE CAMBIOS HONDA STORM x10 unid. ALFREDO,0.00,23930.75,
1679/00038-531,RESORTE SELECTOR DE CAMBIOS HONDA WAVE x10 unid. ALFREDO,0.00,23930.75,
1679/00040-531,RESORTE SELECTOR DE CAMBIOS SUZUKI TS 185 x10 unid ALFREDO,0.00,49803.97,
1679/00047-621,RESORTE PEDAL FRENO ZANELLA SEXY x10 unid. .,0.00,8058.36,
1679/00053-531,RESORTE PUESTA EN MARCHA HONDA STORM 125 x10 unid. ALFREDO,0.00,28889.79,
1679/00055-531,RESORTE PUESTA EN MARCHA HONDA WAVE x10 unid. ALFREDO,0.00,28889.79,
1679/00056-531,RESORTE VARILLA FRENO CORTA CICLO x10unid. ALFREDO,0.00,3134.21,
1679/00057-531,RESORTE VARILLA FRENO GILERA SMASH x10 unid. ALFREDO,0.00,3134.21,
1679/00058-531,RESORTE VARILLA FRENO HONDA STORM x10 un. ALFREDO,0.00,3134.21,
1679/00060-531,RESORTE ZAPATA EMBRAGUE2MM ZANELLA CICLO x10 unid. ALFREDO,0.00,19923.05,
1679/00090-531,RESORTE ZAPATA FRENO GILERA SMASH x10 unid. ALFREDO,0.00,9957.88,
1679/00100-531,RESORTE ZAPATA TRAS RECTA GILERA SMASH x10 unid. ALFREDO,0.00,5715.65,
1679/00108-621,RESORTE ZAPATA FRENO GILERA SMASH TRAS. x10UNID. .,0.00,4588.32,
1679/00110-531,RESORTE ZAPATA FRENO CRUZADO GILERA SMASH x10 unid ALFREDO,0.00,4485.79,
1679/00130-531,RESORTE ZAPATA DEL MAZA GRANDE GILERA SMASH x10 u. ALFREDO,0.00,4482.91,
1681,RESORTES CABALLETE,,,
1681/00010-531,RESORTE CABALLETE  HONDA C90/CG x10 unid. ALFREDO,0.00,12587.97,
1681/00020-531,RESORTE CABALLETE CICLO x10 unid. ALFREDO,0.00,10527.73,
1681/00025-531,RESORTE CABALLETE DAELIM x10 unid. ALFREDO,0.00,24898.34,
1681/00027-531,RESORTE CABALLETE HONDA WAVE/BIZ/CG TODAYx10 unid. ALFREDO,0.00,29880.93,
1681/00028-531,RESORTE CABALLETE GILERA FUTURA 110 x10 unid. ALFREDO,0.00,24898.34,
1681/00029-531,RESORTE CABALLETE GILERA SMASH x10 unid. ALFREDO,0.00,12127.71,
1681/00030-531,RESORTE CABALLETE SUZUKI AX 100 x10 unid. ALFREDO,0.00,16842.15,
1681/00031-621,RESORTE CABALLETE GILERA SMASH x5unid. .,0.00,4811.59,
1681/00035-621,RESORTE CABALLETE ZAN.RX150/CG x5unid. .,0.00,5083.88,
1683,RESORTES DE SUSPENSION,,,
1683/00040-531,RESORTE SUSPENSION DEL. ZANELLA JGO ALFREDO,0.00,9788.35,
1683/00055-531,"RESORTE SUSPENSION GILERA SMASH,ESTILO CORTO JGO ALFREDO",0.00,7093.25,
1683/00057-531,RESORTE SUSPENSION GILERA FUTURA 110 JGO ALFREDO,0.00,7413.07,
1683/00058-531,RESORTE SUSPENSION HONDA BIZ 125 ALFREDO,0.00,6766.90,
1683/00060-531,RESORTE SUSPENSION HONDA CG 125 JGO ALFREDO,0.00,6603.60,
1683/00062-531,RESORTE SUSPENSION HONDA CG TITAN 2000 xJGO ALFREDO,0.00,9610.11,
1683/00064-531,RESORTE SUSPENSION HONDA NEW TITAN ALFREDO,0.00,13038.25,
1683/00067-531,RESORTE SUSPENSION DEL. HONDA BIZ JGO ALFREDO,0.00,6963.47,
1683/00070-531,RESORTE SUSPENSION JUKI DRIBLING JGO ALFREDO,0.00,16601.09,
1683/00075-531,RESORTE SUSPENSION HONDA STORM 125 JGO ALFREDO,0.00,12585.05,
1683/00077-531,RESORTE SUSPENSION HONDA WAVE JGO ALFREDO,0.00,7413.07,
1683/00078-531,RESORTE SUSPENSION MOTOMEL SKUA JGO. ALFREDO,0.00,14821.32,
1683/00080-531,RESORTE SUSPENSION SUZUKI AX 100 JGO ALFREDO,0.00,7157.32,
1683/00082-531,RESORTE SUSPENSION YAMAHA YBR CHINA ALFREDO,0.00,9699.02,
1683/00083-531,RESORTE SUSPENSION ZANELLA BUSINESS JGO ALFREDO,0.00,8008.67,
1683/00087-531,RESORTE SUSPENSION ZANELLA CARGO MOD. NUEVO JGO ALFREDO,0.00,15926.02,
1683/00095-531,RESORTE SUSPENSION ZANELLA RX 150 JGO ALFREDO,0.00,13042.40,
1683/00097-531,RESORTE SUSPENSION ZANELLA SEXY JGO JGO ALFREDO,0.00,7321.93,
1683/00100-531,RESORTE SUSPENSION ZANELLA  SOL TOP JGO ALFREDO,0.00,10296.86,
1685,RESORTES EMBR/CENTRIFUGOS,,,
1685/00025-531,RESORTE EXPANSOR DE EMBRAGUE GILERA FUTURA 110 x10 ALFREDO,0.00,19923.05,
1685/00030-020,RESORTE CAMPANA CENTRIFUGO HONDA ELITE50 TW.,2.10,0.00,
1685/00038-531,RESORTE LEVA EMBRAGUE HONDA WAVE x10 unid. ALFREDO,0.00,12449.16,
1685/00040-020,RESORTE CAMPANA CENTRIFUGO SUZUKI AE50 TW.,2.10,0.00,
1685/00050-020,RESORTE CAMPANA CENTRIFUGO YAMAHA AXIS TW.,2.10,0.00,
1685/00060-531,RESORTE EMB. CENTRIFUGO ZANELLA x10 unid. ALFREDO,0.00,7421.06,
1685/00070-531,RESORTE EMB. CENTRIFUGO ZANELLA  x10u. ALFREDO,0.00,7688.94,
1685/00100-531,RESORTE EMBRAGUE RECTIFICADO ZANELLA SEXY x10 unid ALFREDO,0.00,24072.78,
1687,RESORTES MULETA,,,
1687/00003-621,RESORTE MULETA BAJAJ ROUSER 200 (x5UNID.) .,0.00,7879.29,
1687/00005-531,RESORTE MULETA GILERA SMASH/HONDA STORM x10 unid. ALFREDO,0.00,6594.71,
1687/00006-621,RESORTE MULETA GILERA SMASH/HONDA STORM x5unid. .,0.00,4916.00,
1687/00010-531,RESORTE MULETA SUZUKI AX 100 x10 unid. ALFREDO,0.00,24898.34,
1687/00025-621,RESORTE MULETA HONDA TORNADO (x5UNID.) .,0.00,7581.30,
1687/00029-621,RESORTE MULETA YAMAHA YBR (x5UNID.) .,0.00,7581.30,
1687/00080-079,RESORTE MULETA ZANELLA SEXY x10 unid. .,0.43,0.00,
1689,RESORTES PALANCA ARRANQUE,,,
1689/00020-531,RESORTE PATADA ARR. GARELLI x10 unid. ALFREDO,0.00,10293.94,
1689/00030-531,RESORTE PATADA ARR. HONDA C-90/BIZ x10 unid. ALFREDO,0.00,28889.79,
1689/00040-531,RESORTE PATADA ARR. HONDA CG REFORMA x10 unid. ALFREDO,0.00,11561.01,
1689/00050-531,RESORTE PATADA ARR.MORINI JUKI DRIBBLING x10 unid. ALFREDO,0.00,9290.89,
1689/00070-531,RESORTE PATADA ARR. SUZUKI AX 100 x10 unid. ALFREDO,0.00,32036.15,
1689/00075-531,RESORTE PATADA ARR. YAMAHA YBR125 x10 unid. ALFREDO,0.00,32024.79,
1689/00080-531,RESORTE PATADA ARR. ZANELLA x10 unid. ALFREDO,0.00,9290.88,
1689/00100-531,RESORTE PATADA ARR. ZANELLA VR x10 unid. ALFREDO,0.00,14524.02,
1691,RESORTES PALANCA CAMBIO,,,
1691/00010-531,RESORTE PALANCA DE CAMBIO SUZUKI AX 100 x10 unid. ALFREDO,0.00,29895.54,
1693,RESORTES PEDAL DE FRENO,,,
1693/00003-531,RESORTE PEDAL FRENO GILERA FUTURA x10 unid. ALFREDO,0.00,12587.97,
1693/00005-531,"RESORTE PEDAL FRENO GILERA SMASH,GUERR.TRIPx20unid ALFREDO",0.00,9740.33,
1693/00007-531,RESORTE PEDAL FRENO GILERA SMASH LARGO x20UNID. ALFREDO,0.00,12089.83,
1693/00010-531,RESORTE PEDAL FRENO SUZUKI AX 100 x10 unid. ALFREDO,0.00,9607.19,
1693/00016-531,RESORTE PEDAL FRENO HONDA WAVE x10 unid. ALFREDO,0.00,11352.92,
1693/00018-621,RESORTE PEDAL FRENO YAMAHA CRYPTON x5UNID. .,0.00,4100.48,
1693/00020-531,RESORTE PEDAL FRENO YAMAHA YBR125 x10 unid. ALFREDO,0.00,16014.43,
1693/00030-531,RESORTE PEDAL FRENO ZANELLA RX 150 x10UNID. ALFREDO,0.00,7834.36,
